video_id,video_url,titre,chaine,publie_le,categorie_id,description,nb_vues,nb_likes,nb_commentaires,duree_iso,duree_secondes,langue,thematique
4aeoFYB2C2c,https://www.youtube.com/watch?v=4aeoFYB2C2c,How to get better at Physics fast,Medic Wealth,2021-08-06T16:54:25Z,22,"Physics was once my most dreaded subject. It was just too much work for me. 
In this video, I shared 5 tips that made me score A’s in all the physics courses I took in my first year of Medical school.
If you have any question, please drop in the comment box

Please subscribe, like and share.

Who am",126619,5432,199,PT7M56S,476,en,physique_chimie
FKLnHgbYW8M,https://www.youtube.com/watch?v=FKLnHgbYW8M,Physics  - Magnetism -Well Explained,Harrison J Zulu Tutor ,2023-07-24T19:30:08Z,22,High school or secondary school level physics.,44552,1390,90,PT49M,2940,en,physique_chimie
9y9qS4A5CDA,https://www.youtube.com/watch?v=9y9qS4A5CDA,Series Circuit calculation- Electricity,Jacob Sichamba Online Math,2022-07-08T15:19:40Z,22,,371580,8134,277,PT4M10S,250,en,physique_chimie
oE3OC37UY-M,https://www.youtube.com/watch?v=oE3OC37UY-M,Moment Of A Force || Lesson 2 -  Full Exam Explaination,Harrison J Zulu Tutor ,2024-11-13T18:53:15Z,22,,66548,1685,107,PT28M23S,1703,en,physique_chimie
RYvt3vRDjIc,https://www.youtube.com/watch?v=RYvt3vRDjIc,PHYSICS PAPER 2 2018. WAVES 1,Shifting Grades Online School ,2023-07-20T09:14:40Z,27,,62294,774,35,PT6M57S,417,en,physique_chimie
WKRYvJWxxDE,https://www.youtube.com/watch?v=WKRYvJWxxDE,A Level Chemistry is EFFORTLESS Once You Learn This,Gradefruit,2023-05-24T08:16:34Z,27,This is for those who are struggling to figure out how to self-study A Level H2 Chemistry. #singapore #alevels #chemistry,325335,10088,376,PT5M30S,330,en,physique_chimie
g45zpC8k_XQ,https://www.youtube.com/watch?v=g45zpC8k_XQ,"CORRECTION OF A/L CAMEROON GCE CHEMISTRY JUNE 2023 SECTION INORGANIC CHEMISTRY P2 April 22, 2024",HUMBLE MAK ACADEMY ,2024-04-22T01:57:46Z,22,"Physical Chemistry 2023 p2👇👇👇👇

👇https://youtu.be/zcCw20Filw4?si=1Dhh7GHGBwYFKmBu",1461,90,27,PT36M37S,2197,en,physique_chimie
vDy0w3ZxcyU,https://www.youtube.com/watch?v=vDy0w3ZxcyU,Periodicity | Full Topic | A level Chemistry,The Chemistry Tutor,2022-09-13T06:00:23Z,27,"Explore More & Full Notes
📄 All A Level Chemistry Videos: https://drive.google.com/file/d/1s3I5prjbJRR1U1lcKpXO9TQpQMaVoP66/view

📝 Download the full notes PDF of this lesson: https://payhip.com/b/gMEeB
Tip: These are exact copies of the handwritten notes used in the video — includes slides, reactio",209175,3883,207,PT29M25S,1765,en,physique_chimie
s09cfeirxgA,https://www.youtube.com/watch?v=s09cfeirxgA,"A Level Chemistry Revision ""Enthalpy""",Freesciencelessons,2021-06-29T12:53:15Z,27,"You can find all my A Level Chemistry videos fully indexed at https://www.freesciencelessons.co.uk/a-level-revision-videos/a-level-chemistry/

In this video, we start looking at the topic of enthalpy. First I explain to you why we tend to measure enthalpy change rather than enthalpy itself. I then t",201893,0,33,PT4M27S,267,en,physique_chimie
FLTkGnA3rPk,https://www.youtube.com/watch?v=FLTkGnA3rPk,Cours - Troisième - Français : Introduction à l'analyse logique / M. NDIAYE,Ecoles Au Senegal,2021-09-01T14:11:19Z,27,"Le principe d’Ecoles au Sénégal est simple : offrir des cours sur le web en forma vidéo du système éducatif gratuitement aux élèves et autres internautes désireux apprendre. Cette démarche, qui étonne par son altruisme, semble aussi évidente que nécessaire.",122737,2528,61,PT15M46S,946,fr,francais_anglais
vCeWcHVcL4s,https://www.youtube.com/watch?v=vCeWcHVcL4s,Expression écrite : l'argumentation - Français 3e - Les Bons Profs,Les Bons Profs,2014-01-17T14:39:12Z,27,Tout savoir sur l'écrit argumentatif en troisième ! Plus de vidéos et d'exercices sur http://www.lesbonsprofs.com/troisieme#!francais-3e/expression-ecrite-1,419339,6428,238,PT4M15S,255,fr,francais_anglais
nn-J56VqTcg,https://www.youtube.com/watch?v=nn-J56VqTcg,Les classes grammaticales - français - 3ème,L'Antiseche,2017-11-22T17:00:04Z,27,"Sujet : Les classes grammaticales
Les classes grammaticales, c’est un peu le b.a. ba de la grammaire.
Sans ça, impossible d’aller plus loin, impossible de goûter aux joies de l’analyse syntaxique ! Impossible d’avoir la classe quoi !

----------

Le plan de la vidéo 
1:37 le nom
2:13 le déterminant,",799083,28763,1744,PT7M51S,471,fr,francais_anglais
9YbKQXf-MdM,https://www.youtube.com/watch?v=9YbKQXf-MdM,3ème - Français | Le résumé du texte argumentatif,RTI Officiel,2020-05-08T15:52:30Z,25,"Bienvenue sur la chaîne officielle Youtube du Groupe RTI .  Retrouvez ici tous les  programmes de la RTI 1, de RTI 2 et de Radio Côte d'Ivoire  en Replay.
http://www.rti.ci
https://www.facebook.com/RTIGROUPE
https://twitter.com/RTIOfficiel",112211,1674,63,PT19M16S,1156,fr,francais_anglais
kTsReDhaGVQ,https://www.youtube.com/watch?v=kTsReDhaGVQ,Cours - Troisième - Français : Comment réussir l'épreuve de la dictée / M. NDIAYE,Ecoles Au Senegal,2021-09-08T16:00:21Z,27,"Le principe d’Ecoles au Sénégal est simple : offrir des cours sur le web en forma vidéo du système éducatif gratuitement aux élèves et autres internautes désireux apprendre. Cette démarche, qui étonne par son altruisme, semble aussi évidente que nécessaire.",89496,2003,89,PT15M11S,911,fr,francais_anglais
OP9YQHfwfIs,https://www.youtube.com/watch?v=OP9YQHfwfIs,Dictée de français : Saurez-vous éviter les pièges ? (Corrections + Explications),Parlez-vous FRENCH : Cours de français,2020-01-18T08:28:32Z,27,"Aujourd’hui, je vous propose une dictée de 10 phrases. 

Correction détaillée de la dictée de français :
https://parlez-vous-french.com/dictee-avec-correction/?utm_source=YT&utm_medium=Desc&utm_campaign=DicteeYT

Si vous souhaitez atteindre un bon niveau à l’écrit en français, je vous conseille de f",1467524,44080,1860,PT17M54S,1074,fr,francais_anglais
UeLkpCYx9vk,https://www.youtube.com/watch?v=UeLkpCYx9vk,comment faire la Dissertation en Français,Hugo Ndiaye,2020-01-13T00:34:20Z,22,comment faire la Dissertation en Français #YouTube,366494,5751,315,PT8M55S,535,fr,francais_anglais
bPeoe38Y-YY,https://www.youtube.com/watch?v=bPeoe38Y-YY,Autobiographie et récits de soi - Français - 3e - Les Bons Profs,Les Bons Profs,2016-11-09T10:04:32Z,27,"Un rappel sur l'autobiographie et les récits de soi en Français 3ème.

Où nous trouver ?

SITE DE REVISIONS LES BONS PROFS ► https://www.lesbonsprofs.com/

CHAINE LES BONS PROFS SUPERIEUR ► https://www.youtube.com/channel/UCFdxIWBWur1fR_hp30HMKRA

FACEBOOK ► https://www.facebook.com/Les-Bons-Profs-1",215394,4220,141,PT4M42S,282,fr,francais_anglais
gL1wlVVQ-8Y,https://www.youtube.com/watch?v=gL1wlVVQ-8Y,💡 Comment trouver une formation professionnelle niveau brevet?,Choisir sa voie,2022-06-10T15:00:33Z,27,"Dans cette vidéo, je te donne des pistes et des exemples sur comment trouver une formation professionnelle niveau brevet ?
👉 Like et Abonne-toi : https://bit.ly/3Kp6cNh ❤️

🔥 Instagram: rex_csv 
🔥 TikTok: rex_csv

▬▬▬▬▬▬▬▬▬▬▬ ANNONCE ASSOCIÉE  ▬▬▬▬▬▬▬▬▬▬▬

►Tu peux télécharger gratuitement l'applica",3524,114,7,PT5M15S,315,fr,francais_anglais
8Et2k4V6h-I,https://www.youtube.com/watch?v=8Et2k4V6h-I,Découvrez six opportunités d'emploi après le BEPC/CAP Part three,Ados' kare,2020-09-19T08:50:34Z,22,,2773,76,6,PT4M57S,297,fr,francais_anglais
4z680kRysOA,https://www.youtube.com/watch?v=4z680kRysOA,Résultats du BEPC 2025 :  49 % de taux de réussite enregistré au jury 4 du Lycée Mixte de Goughin,BF1 TELEVISION,2025-06-12T09:59:12Z,24,"----
Bienvenue sur la chaine YouTube officielle de #BF1 TV.
Abonnez vous à  notre chaine  via ce lien : https://bit.ly/3oX1agU
.
Rejoignez-nous sur les réseaux sociaux:
 Facebook 👉  https://bit.ly/3wytn1b
Instagram: 👉 https://bit.ly/30azGvK
Twitter : 👉 https://bit.ly/3n1E4pS
TikTok :  👉 https://bit.",114120,377,20,PT3M46S,226,fr,francais_anglais
aGJct1dxB0c,https://www.youtube.com/watch?v=aGJct1dxB0c,Corrigé du sujet de Mathématiques du BEPC 2025 (BURKINA FASO),Les maths avec Rachel,2025-06-10T16:45:40Z,27,"Dans cette video tu pourras suivre une proposition de correction de l'épreuve  
de mathématiques du BURKINA FASO session de 2025.

Lien pdf sujet BEPC 2025 (1er tour): https://drive.google.com/file/d/14w5iOQzYFIdKR0grDZSS3pCJnf9mKQTw/view?usp=sharing

Music: https://pixabay.com/music/",16811,306,41,PT1H4M53S,3893,fr,francais_anglais
X4SGJp737Lw,https://www.youtube.com/watch?v=X4SGJp737Lw,Dissertation - Rédiger l'introduction - Français 1ère - Les Bons Profs,Les Bons Profs,2013-11-21T09:13:06Z,27,"Une prof de français vous aide pour la rédaction de l'introduction d'une dissertation. Pour plus de vidéos et d'exercices gratuits, RDV sur http://www.lesbonsprofs.com/premiere#!francais/ecriture-poetique-et-quete-du-sens

Où nous trouver ?

SITE DE REVISIONS LES BONS PROFS ► https://www.lesbonsprof",1333274,19516,502,PT5M56S,356,fr,francais_anglais
Chmezq0cov8,https://www.youtube.com/watch?v=Chmezq0cov8,"Cours de français terminale : Essai littéraire, la dissertation",Faso e-Education,2020-07-16T16:35:48Z,27,"Cette vidéo est un cours de français terminale sur l'essai littéraire-la dissertation. Elle a été réalisée dans le cadre du plan de riposte contre la pandémie de la COVID-19 du Ministère de l'Education nationale, de l'Alphabétisation et de la Promotion des Langues nationales du Burkina Faso.",119088,1515,58,PT1H5M15S,3915,fr,francais_anglais
HXFziT99aKA,https://www.youtube.com/watch?v=HXFziT99aKA,Cameroun : qui est la « reine » Chantal Biya ?,Le Monde Afrique,2018-10-07T08:00:03Z,25,"L’exubérante première dame du Cameroun compense la personnalité effacée et austère du président Paul Biya. 

Chantal Biya, née Pulchérie Vigouroux d’un père français et d’une mère camerounaise, a grandi à Dimako, une minuscule localité perdue dans une immense forêt de l’Est du pays. Chantal a seulem",326900,922,134,PT2M3S,123,fr,francais_anglais
JVpB1mjH3g4,https://www.youtube.com/watch?v=JVpB1mjH3g4,Cameroun : Paul Biya va-t-il briguer un nouveau mandat en 2025 ? • FRANCE 24,FRANCE 24,2022-07-26T13:57:30Z,25,"Arrivé lundi soir à Yaoundé, Emmanuel Macron s'est rendu mardi matin au palais présidentiel pour un entretien avec son homologue Paul Biya, 89 ans, qui dirige le Cameroun d'une main de fer depuis près de 40 ans.
#PaulBiya #Cameroun

🔔 Abonnez-vous à notre chaîne sur YouTube : https://f24.my/YTfr
🔴 E",330378,1890,657,PT2M9S,129,fr,francais_anglais
e6wxtOdnyf8,https://www.youtube.com/watch?v=e6wxtOdnyf8,Cameroun : Le Congrès adopte la création du poste de vice-président,TV5MONDE Info,2026-04-04T21:08:34Z,25,"Au Cameroun, le Congrès a approuvé la création du poste de vice-président de la République, nommé par le chef de l’État. L’opposition dénonce un coup d’État constitutionnel.

#tv5monde #cameroun #afrique 

▶️ ABONNEZ-VOUS À TV5MONDE pour suivre l’actualité internationale, la francophonie et tous nos",5359,65,10,PT2M24S,144,fr,francais_anglais
-6smKFb4x24,https://www.youtube.com/watch?v=-6smKFb4x24,Giorgia Meloni dans le Golfe : Pourquoi la Première ministre italienne s'y rend-elle ?,TV5MONDE Info,2026-04-05T16:27:10Z,25,"Giorgia Meloni vient de boucler un sprint diplomatique inédit dans le Golfe persique : Arabie saoudite, Qatar, Émirats arabes unis. C’est la première dirigeante européenne à s’y rendre depuis le début de la guerre au Moyen-Orient. Décryptage dans le 64’ avec Luc Oerthel.

#tv5monde 

▶️ ABONNEZ-VOUS",15811,105,25,PT2M41S,161,fr,francais_anglais
9RyxpPHi-8Q,https://www.youtube.com/watch?v=9RyxpPHi-8Q,Corrigé épreuve d'histoire au probatoire session 2022,eSUKUL Fr,2023-05-25T14:55:12Z,27,Corrigé épreuve d'histoire au probatoire session 2022,7963,131,9,PT12M44S,764,fr,francais_anglais
R4JAkGy0l5I,https://www.youtube.com/watch?v=R4JAkGy0l5I,PROBATOIRE 2020 CAMEROUN Corrigé de L’Epreuve d’Anglais avec Astuces pour L’Examen,CME ACADEMY,2022-04-05T14:22:41Z,27,"PROBATOIRE 2020 CAMEROUN Corrigé de L’Epreuve d’Anglais avec Astuces pour L’Examen.
Dans cette vidéo nous allons à grande vitesse corriger l’Epreuve d’Anglais en partageant notre approche du processus de la correction @communitymentorshipexperie3331",3079,26,5,PT19M15S,1155,fr,francais_anglais
4_ACqZ85kHM,https://www.youtube.com/watch?v=4_ACqZ85kHM,"Corrigé exercice 3 CHIMIE probatoire C, D et E 2020(Cameroun)",Evrad Le Big,2020-09-11T03:26:30Z,27,"Le corrigé de l'exercice 3 de l'épreuve de CHIMIE au probatoire C, D et E 2020
#probatoireChimie #probatoire
EXERCICE 1: https://youtu.be/cEQCvmeqlO0
EXERCICE 2: https://youtu.be/7rH5svuOb6k
EXERCICE 3: https://youtu.be/4_ACqZ85kHM
                                                      LES ASTUCES PO",2253,42,10,PT11M49S,709,fr,francais_anglais
_VLkR_8s3lw,https://www.youtube.com/watch?v=_VLkR_8s3lw,Quel choix d'orientation avec un bac littéraire ?,Choisir sa voie,2023-08-18T16:00:11Z,27,"Dans cette vidéo, je vais te montrer Quel choix d'orientation avec un bac littéraire ? 
👉 Like et Abonne-toi : https://bit.ly/3Kp6cNh ❤️ 
▬▬▬▬▬▬▬▬ 🎯Me Suivre  ▬▬▬▬▬▬▬▬
❤️ identifiant pour me trouver facilement sur YouTube: https://youtube.com/@Choisirsavoie 
🗼 Instagram: rex_csv 
❤️ TikTok: rex_csv
",5740,208,25,PT8M16S,496,fr,francais_anglais
N_ERL7R6T-0,https://www.youtube.com/watch?v=N_ERL7R6T-0,HISTOIRE MYSTIQUES : Le BAC à Tout Prix (Nouveau Film Africain) - DMG PRODUCTION,DMG PRODUCTION,2025-12-29T16:00:05Z,22,HISTOIRE MYSTIQUES : Le BAC à Tout Prix (Nouveau Film Africain) - DMG PRODUCTION,107314,1130,81,PT41M45S,2505,fr,francais_anglais
-O4yrAJvuuA,https://www.youtube.com/watch?v=-O4yrAJvuuA,Bac 2025 : le corrigé de l'épreuve de français (général),LetudiantTV,2025-06-13T10:00:32Z,27,"Retrouvez le corrigé de l’épreuve de français du bac général 2025 proposé par Coralie Sibard @lescoursdeCoralie professeur de français.

00:00 : Intro
00:46 : Que pense Coralie du texte de Barbey d'Aurevilly ?
02:30 : ce qu'il fallait faire pour aller plus loin dans le commentaire
03:25 : Fallait-il",27303,421,140,PT25M1S,1501,fr,francais_anglais
yh_-mTjQQ08,https://www.youtube.com/watch?v=yh_-mTjQQ08,Bac de français 1re techno - Réussir la contraction de texte,Annabac,2023-05-10T09:54:22Z,27,"Cette carte mentale animée de Français 1re technologique nous indique les trois étapes à suivre pour réussir la contraction de texte à l'épreuve écrite du bac.

Retrouve notre fiche méthodologique associée à la contraction de texte : https://www.annabac.com/revision-bac/contracter-un-texte  

Pour t",93439,2041,92,PT2M44S,164,fr,francais_anglais
go_ztx9YCAk,https://www.youtube.com/watch?v=go_ztx9YCAk,Comment reussir l'évaluation de ses diplômes par WES depuis le Cameroun,Immigrer au canada depuis le Cameroun,2021-01-22T22:01:41Z,22,"Cette vidéo vous expliquera comment obtenir son évaluation des diplômes par WES depuis le Cameroun 
Pour me joindre hervekamto@gmail.com ou au cameroun 237 691301175",32716,557,210,PT5M18S,318,fr,francais_anglais
5hXwiTWTr_I,https://www.youtube.com/watch?v=5hXwiTWTr_I,études après le bac ?,Choisir sa voie,2025-05-23T17:00:06Z,27,"Dans cette vidéo intitulée études après le bac ? je te montre comment faire ton choix entre université et formation professionnelle.

👉 Like et Abonne-toi : https://bit.ly/3Kp6cNh ❤️ 

▬▬▬▬▬▬▬▬ 🎯Me Suivre  ▬▬▬▬▬▬▬▬
❤️ identifiant pour me trouver facilement sur YouTube: https://youtube.com/@Choisirsa",10667,433,17,PT9M39S,579,fr,francais_anglais
Z945oZx9iWE,https://www.youtube.com/watch?v=Z945oZx9iWE,Que faire après un BAC littéraire A / L / LL / SS ?,Edukiya,2023-08-06T16:00:11Z,27,"🤔 Perdu, Stressé et dans le Doute 😢 concernant ton orientation ? Inscris-toi à L'atelier d'1h00
"" COMMENT CHOISIR MON MÉTIER ? 3 CLÉS POUR BIEN M’ORIENTER 🗝️ 🗝️ 🗝️""  👉🏾https://orientation.systeme.io/decouvre-ton-metier

Ta solution pour te libérer de la pression, prendre le contrôle de ton futur pro",16225,333,20,PT8M26S,506,fr,francais_anglais
mF0W7zZbBW4,https://www.youtube.com/watch?v=mF0W7zZbBW4,Étudier en France sans Baccalauréat(BAC),Étudier en France,2022-01-04T21:08:03Z,22,"ÉTUDIER EN FRANCE SANS BACCALAURÉAT(BAC)

La première chose à faire est d’effectuer une demande d’attestation de comparabilité ou une reconnaissance de votre diplôme actuel(Brevet d’étude du premier cycle, diplôme d’un centre de formation reconnu par le ministère de l’enseignement professionnel et/o",10478,237,91,PT4M49S,289,fr,francais_anglais
c_NnRtx7xIE,https://www.youtube.com/watch?v=c_NnRtx7xIE,[BAC] Commentaire de Texte (1/3) : l'INTRODUCTION,Un Cours de 5 Minutes,2023-03-01T15:00:34Z,27,"Quelques minutes de méthodologie pour vous montrer les éléments qui composent une bonne introduction. J'espère vous aider ainsi à bien commencer le commentaire de votre bac de français ! 
#bac #bacdefrancais  #commentaires 

👍 Pour soutenir la chaîne et m'aider à produire les prochains épisodes :
ht",490745,15652,747,PT6M7S,367,fr,francais_anglais
MHobE5N7kxQ,https://www.youtube.com/watch?v=MHobE5N7kxQ,DISSERTATION : bien s'organiser pour une copie réussie !,Un Cours de 5 Minutes,2022-01-12T15:00:11Z,27,"On fait le point sur la dissertation ! Que faire lorsqu'on reçoit son sujet ? Comment s'organiser étape par étape pour trouver une problématique et un plan ? Comment organiser son introduction et sa conclusion ? 

DISSERTATION : bien s'organiser pour une copie réussie ! 

#bacdefrancais #bac #Disser",214686,7103,200,PT6M22S,382,fr,francais_anglais
DHuu6pRcBtk,https://www.youtube.com/watch?v=DHuu6pRcBtk,Comment avoir son Bac mention Très Bien ? | Astuces pour le Bac,Rose Jasmine,2019-05-30T10:00:03Z,26,"Dans cette vidéo je vous dévoile toutes mes astuces pour obtenir la mention très bien au bac 


La vidéo planner : https://www.youtube.com/watch?v=JMHZv4ZO2Ao

Instagram : @studiesooo

⚠️Disclamer : Et surtout, n’oubliez pas que c’est cool d’avoir une mention, mais ne vous mettez pas la pression pou",249048,6763,240,PT7M47S,467,fr,francais_anglais
8hGL2tngeTA,https://www.youtube.com/watch?v=8hGL2tngeTA,Cameroun ANGLOPHONE un Bac encore PIRE que le français ?,The Maths Tailor,2025-08-03T14:00:06Z,27,"Tailor Academy c'est deux semaines de stage de maths intenses pour arriver serein en prépa !
Inscriptions et informations ci-dessous : 
https://tailoracademy.fr/aout

✧✧✧✧✧✧

📄 Le PDF de la vidéo :
💬 Serveur Discord : https://discord.gg/9uYAMq5xfk
📄 Les PDFs que j'utilise pour trouver mes exos (H4, ",18253,629,204,PT23M31S,1411,fr,francais_anglais
LABOOZyrAJk,https://www.youtube.com/watch?v=LABOOZyrAJk,Comment faire des FICHES DE RÉVISION efficaces ? La Méthode 🕺,Les Sherpas - Étudiants,2019-12-05T16:00:03Z,27,"🔔 Abonne-toi et clique sur la cloche pour ne pas rater nos prochaines vidéos
👩‍🏫 Ton 1er cours offert auprès de nos profs particuliers (+ de 500 matières) : https://bit.ly/sherpas-cours
📖 Télécharge nos ebooks gratuitement pour réussir tes études : https://sherpas.com/blog/toolbox/nos-hacks-et-ebook",163019,5601,68,PT5M39S,339,fr,francais_anglais
4ZmUBJHyQXw,https://www.youtube.com/watch?v=4ZmUBJHyQXw,IP-LAL LITERATURE IN ENGLISH FORM 4 Lesson 5 Plot and character analysis in chapter two of the cro..,ENSEIGNEMENT A DISTANCE MINESEC,2023-05-09T11:32:12Z,27,"LITERATURE IN ENGLISH FORM 4 Lesson 5 Plot and character analysis in chapter two of the crown of thorns

00:00 Introduction 
10:48 Subject matter
26:15 Summary
27:00 Application exercises",4990,101,24,PT32M26S,1946,en,francais_anglais
iSeB7zGYZ58,https://www.youtube.com/watch?v=iSeB7zGYZ58,IP-LAL LITERATURE IN ENGLISH FORM 4 Lesson 3 CHAPTER ONE OF THE CROWN OF THORNS,ENSEIGNEMENT A DISTANCE MINESEC,2022-06-08T14:23:37Z,27,LITERATURE IN ENGLISH FORM 4 Lesson 3 CHAPTER ONE OF THE CROWN OF THORNS,20046,391,60,PT31M24S,1884,en,francais_anglais
wBmhfM7v4lI,https://www.youtube.com/watch?v=wBmhfM7v4lI,English Grammar Exercise - Prepositions,LKLogic,2024-01-05T19:11:38Z,27,,4357336,45560,1388,PT8M24S,504,en,francais_anglais
bdM50qNVtTc,https://www.youtube.com/watch?v=bdM50qNVtTc,IP-LAL LITERATURE IN ENGLISH FORM 4 LESSON 2 BACKGROUND INFORMATION ON  THE CROWN OF THORNS,ENSEIGNEMENT A DISTANCE MINESEC,2022-03-29T08:55:55Z,27,LITERATURE IN ENGLISH FORM 4 LESSON 2 BACKGROUND INFORMATION ON  THE CROWN OF THORNS,5019,90,7,PT30M59S,1859,en,francais_anglais
IgWwUW57Ngg,https://www.youtube.com/watch?v=IgWwUW57Ngg,GCE English Language Paper Two Explained | Cameroon O’Level 2025 Guide (Directed + Composition),English With Miss J,2025-06-05T16:00:06Z,22,"🎓 Cameroon GCE Ordinary Level English Language Paper Two (70 Marks) — Simplified and Explained!

Are you preparing for the GCE 2025 English Paper Two? Confused about what’s expected in Directed Writing and Composition Writing? This video gives you a clear, friendly breakdown of:

📘 Paper Two Structu",448,7,7,PT2M12S,132,en,francais_anglais
RMG3ltmTgZs,https://www.youtube.com/watch?v=RMG3ltmTgZs,GCE 2026 English Oral Exam Questions - Paper 3,AllCBTs by Allschoolabs – 2026 Sure Exam Question,2025-11-15T20:41:47Z,27,"In this video, David solves English Language Oral - Paper 3 Questions GCE  exams.

🚨 Test Yourself on Real Questions – 100% Free!
https://allcbts.com/connect

Prepare smarter for your upcoming 2026 English Language Oral (Paper 3) with this fully updated, high-accuracy question practice!

This video ",869,27,11,PT29M36S,1776,en,francais_anglais
PT2V7Tjw4sQ,https://www.youtube.com/watch?v=PT2V7Tjw4sQ,2025 GCE ENGLISH EXAM REWRITES ,Sensor Academy School of Tuitions,2025-10-05T04:58:29Z,22,,5513,220,19,PT7M17S,437,en,francais_anglais
LeaFTl2i-UI,https://www.youtube.com/watch?v=LeaFTl2i-UI,"Top GCE 2026 Literature in English Questions  – Prose, Poetry, Drama Paper 2",AllCBTs by Allschoolabs – 2026 Sure Exam Question,2025-11-18T14:30:07Z,27,"In this video, David solves the Top GCE 2026 Literature in English Questions  – Prose, Poetry, Drama  Paper 2

🚨 Test Yourself on Real Past Questions – 100% Free!
https://allcbts.com/connect

Are you preparing for WAEC, NECO, or GCE 2026 Literature in English exams? 🎓 This video breaks down LIKELY P",1848,33,10,PT42M4S,2524,en,francais_anglais
lZWChAaVGRI,https://www.youtube.com/watch?v=lZWChAaVGRI,If you want to pass GCE 2026 watch this video | Secret behind passing GCE 2026 Subjects...,Jacob Sichamba Online Math,2025-12-18T15:58:16Z,22,,20008,676,71,PT4M28S,268,en,francais_anglais
sXZ2pCd42rQ,https://www.youtube.com/watch?v=sXZ2pCd42rQ,4 Tips to Help you pass 2025 GCE. Small talk on the New GCE  Syllabus,Jacob Sichamba Online Math,2024-09-15T08:48:46Z,22,,28534,938,59,PT4M48S,288,en,francais_anglais
TcdWT35pTFg,https://www.youtube.com/watch?v=TcdWT35pTFg,2024 GCE O Level Economics Paper 2 Cameroon GCE,GCE Panel,2024-10-17T17:16:52Z,27,"Cameroon GCE O Level Economics Solutions of Paper 2 now online, study here and prepare for the gce without a teacher from the comfort of your home.",600,8,7,PT2M16S,136,en,francais_anglais
VjlvJuGfzV4,https://www.youtube.com/watch?v=VjlvJuGfzV4,2025 GCE English P2,Easy Learning zed-Mathematics,2025-11-01T16:00:06Z,27,"2025 GCE English Past Paper Revision  
Get exam-ready with this focused walkthrough of the 2025 GCE English Language paper! We break down key sections—comprehension, summary, and composition—highlighting common traps, top tips, and sample answers. Perfect for Grade 12 learners aiming to boost confid",18660,301,22,PT1H24M1S,5041,en,francais_anglais
pLc3ICEC2GY,https://www.youtube.com/watch?v=pLc3ICEC2GY,"How To Write The PERFECT Creative Writing Story In 5 Steps! | Language Paper 1, 2026 GCSE Exams",First Rate Tutors,2023-01-04T16:00:08Z,27,"Sign up for my SUNDAY GCSE English Language Paper 1 & 2 Masterclasses: https://www.firstratetutors.com/masterclass12345 

Sign up for my EASTER GCSE LITERATURE Revision Classes: https://www.firstratetutors.com/literature 

First Rate Tutors' Substack page: https://firstratetutors.substack.com/ 

Dow",166530,3486,190,PT12M30S,750,en,francais_anglais
GNL1_tNTqpw,https://www.youtube.com/watch?v=GNL1_tNTqpw,English Essay: How to Write about ANY Essay Topic,E2 English,2022-02-01T08:00:14Z,27,"In this video, Jay explains how to write about topics for English Essay writing. After watching this video, you should know how to write a good essay on any topic.

Learn English Online!
https://e2english.com/

Beginner English Course
https://e2english.com/elementary-english/

Intermediate English C",3483266,114228,3592,PT17M8S,1028,en,francais_anglais
Z6BlxGLt3EA,https://www.youtube.com/watch?v=Z6BlxGLt3EA,"How To Pass The GCSE English Language Paper 1 2026 Exams: Walkthrough, Timings & What Examiners Want",First Rate Tutors,2023-06-01T15:00:10Z,27,"Sign up for my SUNDAY GCSE English Language Paper 1 & 2 Masterclasses: https://www.firstratetutors.com/masterclass12345 

Sign up for my EASTER GCSE LITERATURE Revision Classes: https://www.firstratetutors.com/literature 

First Rate Tutors' Substack page: https://firstratetutors.substack.com/ 

Dow",376719,6855,344,PT15M49S,949,en,francais_anglais
ZRmrSWb_9rY,https://www.youtube.com/watch?v=ZRmrSWb_9rY,10 Signs You're Actually a Genius (Intelligence Test),Trend Central,2017-06-23T21:00:01Z,24,"Here are 10 crazy photos that will test your intelligence! Are you a genius? Find out by watching the video! 

For copyright matters, please contact: infotrendcentral@gmail.com

Music Credits:
- Kevin MacLeod ~ Chill Wave",24384853,294873,46517,PT6M44S,404,en,francais_anglais
kluyrUydu3c,https://www.youtube.com/watch?v=kluyrUydu3c,Solutions to Ohada Financial Accounting  Paper  2 Cameroon GCE 2022 Intermediate Level,clazgate,2023-06-24T11:06:22Z,24,"https://claz.hisles.com/courses/course/paper-2-ohada-financial-accounting-solutions-to-cameroon-gce-intermediate-level-2022/

#Cameroon  #gce #clazgate  #education #entertainment  #solutions #answers  #cameroun #cameroonian #mcq #2019 #camerounais #intermediatelevel  #technicalandvocationale  #il #t",3127,37,11,PT3M34S,214,en,francais_anglais
pTPSWRWvDFg,https://www.youtube.com/watch?v=pTPSWRWvDFg,Top Past GCE English Questions for 2026 | 99% Prediction + Answers,AllCBTs by Allschoolabs – 2026 Sure Exam Question,2025-09-08T20:11:45Z,27,"👨‍👨‍👧‍👦 Join Your Fellow Students:
👉 https://whatsapp.com/channel/0029Vb7XN1G2f3ECUwRjVV28
👉 https://t.me/allcbt

🚨 Take Past Questions for FREE: 
https://allcbts.com/download-allcbts-app-for-free-crush-exams/

Your ultimate guide to mastering your English exam! This video brings you the most repeat",2290,68,13,PT39M47S,2387,en,francais_anglais
